"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2007;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2010;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2012;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2014;"Terrestre";"TURPIL";"Court";4;4;4;4;4
2015;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2018;"Terrestre";"TURPIL";"Court";0;0;0;0;0
2020;"Terrestre";"TURPIL";"Court";0;0;0;0;0
1999;"STOC-rozo";"TURVIS";"Court";0;0;0;0;0
1990;"Terrestre";"TURVIS";"Court";0;0;0;0;0
1993;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2000;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2001;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2002;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2003;"Terrestre";"TURVIS";"Court";0;0;0;0,25;0,475
2004;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2005;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2006;"Terrestre";"TURVIS";"Court";1;1;1;1;1
2007;"Terrestre";"TURVIS";"Court";0;0;0;0;1,8
2008;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2009;"Terrestre";"TURVIS";"Court";0;0;0;1;1
2010;"Terrestre";"TURVIS";"Court";0;0;0,5;1;1
2011;"Terrestre";"TURVIS";"Court";0;0;0,5;1,25;1,925
2012;"Terrestre";"TURVIS";"Court";0;0;0;0;0,533333333333334
2013;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2014;"Terrestre";"TURVIS";"Court";0;0;0,75;1,625;1,9625
2015;"Terrestre";"TURVIS";"Court";0,02;0,2;0,4;0,7;0,97
2016;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2017;"Terrestre";"TURVIS";"Court";0;0;0;0,25;0,925
2018;"Terrestre";"TURVIS";"Court";0;0;0;0,166666666666667;1,75
2019;"Terrestre";"TURVIS";"Court";0;0;0;0,1;0,19
2020;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2021;"Terrestre";"TURVIS";"Court";0;0;0;0;0,875
2022;"Terrestre";"TURVIS";"Court";0;0;0;0;0
2002;"Terrestre";"TYTALB";"Court";0;0;0;0;0
2021;"Terrestre";"TYTALB";"Court";0;0;0;0;0
1991;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2002;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2003;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2004;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2005;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2006;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2007;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2008;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2009;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2010;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2011;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2012;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2013;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2014;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2015;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2016;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2017;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2018;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2019;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2020;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2021;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2022;"Terrestre";"ACCNIS";"Long";0;0;0;0;0
2019;"Aquatique";"ACRARU";"Long";0;0;0;0;0
1997;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
1999;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2001;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2002;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2005;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2007;"STOC-rozo";"ACRARU";"Long";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333
2008;"STOC-rozo";"ACRARU";"Long";0,00499999999999998;0,05;0,1;0,15;0,195
2009;"STOC-rozo";"ACRARU";"Long";0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714
2010;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2011;"STOC-rozo";"ACRARU";"Long";0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571
2012;"STOC-rozo";"ACRARU";"Long";0,0111111111111111;0,111111111111111;0,222222222222222;0,333333333333333;0,433333333333333
2013;"STOC-rozo";"ACRARU";"Long";0,0149999999999999;0,15;0,3;0,45;0,585
2014;"STOC-rozo";"ACRARU";"Long";0,545454545454545;0,545454545454545;0,545454545454545;0,545454545454545;0,545454545454545
2015;"STOC-rozo";"ACRARU";"Long";0,2;0,2;0,2;0,2;0,2
2016;"STOC-rozo";"ACRARU";"Long";0,8;0,8;0,8;0,8;0,8
2017;"STOC-rozo";"ACRARU";"Long";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2018;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2019;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
2020;"STOC-rozo";"ACRARU";"Long";0;0;0;0,166666666666667;0,316666666666667
2021;"STOC-rozo";"ACRARU";"Long";0;0;0;1;1,9
2022;"STOC-rozo";"ACRARU";"Long";0;0;0;0;0
1992;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1993;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1994;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1995;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1996;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1997;"Terrestre";"ACRARU";"Long";0;0;0;0;0
1999;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2000;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2002;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2003;"Terrestre";"ACRARU";"Long";0,5;0,5;0,5;0,5;0,5
2004;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2006;"Terrestre";"ACRARU";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2007;"Terrestre";"ACRARU";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375
2008;"Terrestre";"ACRARU";"Long";0,0125;0,125;0,25;0,375;0,4875
2009;"Terrestre";"ACRARU";"Long";3;3;3;3;3
2010;"Terrestre";"ACRARU";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2011;"Terrestre";"ACRARU";"Long";1;1;1;1;1
2012;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2013;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2015;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2019;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2020;"Terrestre";"ACRARU";"Long";1,5;1,5;1,5;1,5;1,5
2021;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2001;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2002;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2003;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2005;"Aquatique";"ACRRIS";"Long";0,00749999999999997;0,075;0,15;0,225;0,2925
2006;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2007;"Aquatique";"ACRRIS";"Long";0;0;0;0,0227272727272727;0,0840909090909091
2008;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2009;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2010;"Aquatique";"ACRRIS";"Long";0;0;0;0,1;0,19
2011;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2012;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2013;"Aquatique";"ACRRIS";"Long";0;0;0;0,3125;0,59375
2014;"Aquatique";"ACRRIS";"Long";0;0;0,307692307692308;1,6;2,86
2015;"Aquatique";"ACRRIS";"Long";0;0;0;0;0,85
2016;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2017;"Aquatique";"ACRRIS";"Long";0;0;0;0,214285714285714;1,23285714285714
2018;"Aquatique";"ACRRIS";"Long";0;0;0;0,2;0,485
2019;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2020;"Aquatique";"ACRRIS";"Long";0;0;0;0,125;0,4625
2021;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2022;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
1997;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
1998;"STOC-rozo";"ACRRIS";"Long";0,05;0,5;1;1,5;1,95
1999;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2000;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2001;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2002;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2003;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2004;"STOC-rozo";"ACRRIS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2005;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2006;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2007;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,333333333333333;0,333333333333333
2008;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2009;"STOC-rozo";"ACRRIS";"Long";0;0;0,75;1,625;1,9625
2010;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,25;3,625
2011;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,25;0,925
2012;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,0833333333333333;0,308333333333333
2013;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0,3
2014;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2015;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2016;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2017;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,333333333333333;0,933333333333334
2018;"STOC-rozo";"ACRRIS";"Long";0;0;0,2;0,785714285714286;1
2019;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0,6
2020;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2021;"STOC-rozo";"ACRRIS";"Long";0,0375;0,375;0,75;0,875;0,9875
2022;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,107142857142857;0,892857142857143
1989;"Terrestre";"ACRRIS";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143
1990;"Terrestre";"ACRRIS";"Long";0;0;0;0,0277777777777778;0,0527777777777778
1991;"Terrestre";"ACRRIS";"Long";0;0;0;0,125;0,2375
1992;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1993;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1995;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1996;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1997;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1998;"Terrestre";"ACRRIS";"Long";0,00208333333333333;0,0208333333333333;0,0416666666666667;0,0625;0,08125
1999;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2000;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2001;"Terrestre";"ACRRIS";"Long";0,00588235294117648;0,0588235294117647;0,117647058823529;0,225490196078431;0,322549019607843
2002;"Terrestre";"ACRRIS";"Long";0;0;0;0,1;0,19
2003;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2004;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,075
2005;"Terrestre";"ACRRIS";"Long";0;0;0;0,0666666666666667;0,397777777777778
2006;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2007;"Terrestre";"ACRRIS";"Long";0;0;0;0,115384615384615;0,422142857142857
2008;"Terrestre";"ACRRIS";"Long";0;0;0;0,135714285714286;0,321428571428571
2009;"Terrestre";"ACRRIS";"Long";0;0;0;0,261363636363636;0,890909090909091
2010;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,0861111111111112
2011;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,0674999999999999
2012;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,363636363636364
2013;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2014;"Terrestre";"ACRRIS";"Long";0;0;0;0,0791666666666667;1,5875
2015;"Terrestre";"ACRRIS";"Long";0;0;0;0,186813186813187;0,9125
2016;"Terrestre";"ACRRIS";"Long";0;0;0;0,142857142857143;0,48
2017;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,491666666666667
2018;"Terrestre";"ACRRIS";"Long";0;0;0;0,25;0,9
2019;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,19375
2020;"Terrestre";"ACRRIS";"Long";0;0;0,0416666666666667;0,170833333333333;0,4625
2021;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,8125
2022;"Terrestre";"ACRRIS";"Long";0;0;0;0,5;0,95
2001;"Aquatique";"ACRSCH";"Long";0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111
2002;"Aquatique";"ACRSCH";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143
2003;"Aquatique";"ACRSCH";"Long";0,375;0,375;0,375;0,375;0,375
2005;"Aquatique";"ACRSCH";"Long";0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294
2006;"Aquatique";"ACRSCH";"Long";0;0;0;0;0
2007;"Aquatique";"ACRSCH";"Long";0,0979166666666667;0,229166666666667;0,375;0,651785714285714;0,900892857142857
2008;"Aquatique";"ACRSCH";"Long";0,0358695652173913;0,358695652173913;0,530797101449275;0,708333333333333;1,04583333333333
2009;"Aquatique";"ACRSCH";"Long";1,15875;1,2375;1,325;1,4125;1,49125
2010;"Aquatique";"ACRSCH";"Long";0,436175115207373;0,504608294930876;0,580645161290323;0,594670406732118;0,607293127629734
2011;"Aquatique";"ACRSCH";"Long";0,16989247311828;0,247311827956989;0,333333333333333;0,722222222222222;1,07222222222222
2012;"Aquatique";"ACRSCH";"Long";0,428186274509804;0,531862745098039;0,647058823529412;0,823529411764706;0,982352941176471
2013;"Aquatique";"ACRSCH";"Long";0,025;0,25;0,5;0,535714285714286;0,567857142857143
2014;"Aquatique";"ACRSCH";"Long";0,365106951871658;0,474598930481283;0,990909090909091;2,35;4,735
2015;"Aquatique";"ACRSCH";"Long";0,161111111111111;0,422453703703704;0,473684210526316;1,49561403508772;2,44868421052632
2016;"Aquatique";"ACRSCH";"Long";0,0136363636363636;0,136363636363636;0,28;0,818181818181818;0,818181818181818
2017;"Aquatique";"ACRSCH";"Long";0,301788617886179;0,571428571428571;0,823529411764706;1,33333333333333;1,58618618618619
2018;"Aquatique";"ACRSCH";"Long";0,194805194805195;0,8;1,15384615384615;2;3,49937888198758
2019;"Aquatique";"ACRSCH";"Long";0,28030303030303;0,357142857142857;0,508403361344538;0,828877005347594;1,48082386363636
2020;"Aquatique";"ACRSCH";"Long";0,388571428571429;0,457142857142857;0,533333333333333;0,612820512820513;0,684358974358974
2021;"Aquatique";"ACRSCH";"Long";0,532;0,64;0,76;0,88;0,988
2022;"Aquatique";"ACRSCH";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
1997;"STOC-rozo";"ACRSCH";"Long";0,25;0,25;0,25;0,319444444444444;0,381944444444444
1998;"STOC-rozo";"ACRSCH";"Long";0,200344827586207;0,203448275862069;0,206896551724138;0,362068965517241;0,501724137931035
1999;"STOC-rozo";"ACRSCH";"Long";0,0991666666666667;0,241666666666667;0,4;0,472727272727273;0,538181818181818
2000;"STOC-rozo";"ACRSCH";"Long";0,263949579831933;0,325210084033613;0,39327731092437;0,461344537815126;0,522605042016807
2001;"STOC-rozo";"ACRSCH";"Long";0;0;0,181818181818182;1;1,36
2002;"STOC-rozo";"ACRSCH";"Long";0;0;0,1625;0,540307548928239;0,933620689655173
2003;"STOC-rozo";"ACRSCH";"Long";0;0,12962962962963;0,666666666666667;0,857142857142857;1
2004;"STOC-rozo";"ACRSCH";"Long";0;0,15;0,407894736842105;0,55;1,7725
2005;"STOC-rozo";"ACRSCH";"Long";0;0;0;0,45;0,855
2006;"STOC-rozo";"ACRSCH";"Long";0;0,25;1;1,26470588235294;2,35441176470588
2007;"STOC-rozo";"ACRSCH";"Long";0,15;0,75;2,15909090909091;3,375;9,453125
2008;"STOC-rozo";"ACRSCH";"Long";0,176190476190476;0,443333333333333;0,55952380952381;0,85;1,465
2009;"STOC-rozo";"ACRSCH";"Long";0,488165266106443;0,616666666666667;0,782142857142857;1,34615384615385;1,62916666666667
2010;"STOC-rozo";"ACRSCH";"Long";0,044;0,191666666666667;0,30952380952381;0,59375;2,015
2011;"STOC-rozo";"ACRSCH";"Long";0,322;0,341666666666667;0,5;0,615384615384615;6,48461538461538
2012;"STOC-rozo";"ACRSCH";"Long";0,30625;0,688311688311688;0,775;1,08333333333333;1,58333333333333
2013;"STOC-rozo";"ACRSCH";"Long";0,0272727272727273;0,2;0,454545454545455;0,75;9,40000000000001
2014;"STOC-rozo";"ACRSCH";"Long";0,07;0,475;0,847826086956522;1,31590909090909;4,36363636363636
2015;"STOC-rozo";"ACRSCH";"Long";0,0307692307692308;0,3;0,473684210526316;0,666666666666667;1,08888888888889
2016;"STOC-rozo";"ACRSCH";"Long";0,0266666666666667;0,266666666666667;0,5;0,846153846153846;0,984615384615385
2017;"STOC-rozo";"ACRSCH";"Long";0,364583333333333;0,604166666666667;0,833333333333333;1,5625;5,11875
2018;"STOC-rozo";"ACRSCH";"Long";0,151428571428571;0,242857142857143;0,458333333333333;0,95;2,98333333333333
2019;"STOC-rozo";"ACRSCH";"Long";0;0;0,208333333333333;0,604166666666667;2,08541666666667
2020;"STOC-rozo";"ACRSCH";"Long";0;0;0,4;1;1,8
2021;"STOC-rozo";"ACRSCH";"Long";0,01875;0,1875;0,375;0,4;1,2775
2022;"STOC-rozo";"ACRSCH";"Long";0;0,136363636363636;0,458333333333333;1,70384615384615;2,65666666666667
1990;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
1991;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
1992;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
1996;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
1997;"Terrestre";"ACRSCH";"Long";1,14285714285714;1,14285714285714;1,14285714285714;1,14285714285714;1,14285714285714
1998;"Terrestre";"ACRSCH";"Long";0,875;0,875;0,875;0,875;0,875
1999;"Terrestre";"ACRSCH";"Long";0,727272727272727;0,727272727272727;0,727272727272727;0,727272727272727;0,727272727272727
2000;"Terrestre";"ACRSCH";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,738095238095238;1,10238095238095
2001;"Terrestre";"ACRSCH";"Long";0,0142857142857142;0,142857142857143;0,285714285714286;0,428571428571429;0,557142857142857
2002;"Terrestre";"ACRSCH";"Long";0,341666666666667;0,416666666666667;0,5;0,557692307692308;0,609615384615385
2003;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
2004;"Terrestre";"ACRSCH";"Long";0,00882352941176471;0,0882352941176471;0,176470588235294;0,638235294117647;1,05382352941177
2005;"Terrestre";"ACRSCH";"Long";0;0;0;0,875;1,2875
2006;"Terrestre";"ACRSCH";"Long";0,40875;0,4875;0,575;0,6625;0,74125
2007;"Terrestre";"ACRSCH";"Long";0,015;0,15;0,3;0,816666666666667;1,28166666666667
2008;"Terrestre";"ACRSCH";"Long";0;0;0;0,25;0,475
2009;"Terrestre";"ACRSCH";"Long";0;0;0;1;1
2010;"Terrestre";"ACRSCH";"Long";0;0;0;0;0,68
2011;"Terrestre";"ACRSCH";"Long";0,24957264957265;0,418803418803419;0,490740740740741;0,513888888888889;0,551388888888889
2012;"Terrestre";"ACRSCH";"Long";0;0;0;0,571428571428571;1
2013;"Terrestre";"ACRSCH";"Long";0;0;0,25;0,523809523809524;1,80714285714286
2014;"Terrestre";"ACRSCH";"Long";0;0;0;0,78422619047619;1,59479166666667
2015;"Terrestre";"ACRSCH";"Long";0,0142857142857143;0,142857142857143;0,333333333333333;0,444444444444444;0,644444444444444
2016;"Terrestre";"ACRSCH";"Long";0;0;0;0,466666666666667;0,586666666666667
2017;"Terrestre";"ACRSCH";"Long";0;0,0769230769230769;0,32051282051282;0,375;0,398611111111111
2018;"Terrestre";"ACRSCH";"Long";0;0;0;0,0909090909090909;1,80909090909091
2019;"Terrestre";"ACRSCH";"Long";0;0;0,5;1;1,8
2020;"Terrestre";"ACRSCH";"Long";0;0;0,0609756097560976;0,197154471544715;1,34027777777778
2021;"Terrestre";"ACRSCH";"Long";0;0;0;1,33333333333333;2,53333333333333
2022;"Terrestre";"ACRSCH";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,343137254901961;0,351960784313726
2001;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
2002;"Aquatique";"ACRSCI";"Long";0,0545454545454545;0,0545454545454545;0,0545454545454545;0,0545454545454545;0,0545454545454545
2003;"Aquatique";"ACRSCI";"Long";0,00256410256410255;0,0256410256410256;0,0512820512820513;0,0769230769230769;0,1
2005;"Aquatique";"ACRSCI";"Long";0,189630681818182;0,208806818181818;0,230113636363636;0,251420454545455;0,270596590909091
2006;"Aquatique";"ACRSCI";"Long";0,0201662971175166;0,0380266075388027;0,0578713968957871;0,0777161862527716;0,0955764966740577
2007;"Aquatique";"ACRSCI";"Long";0,0980025231286796;0,101976450798991;0,110057471264368;0,15;0,24
2008;"Aquatique";"ACRSCI";"Long";0,0574025974025974;0,0597402597402597;0,0668883961566888;0,104878048780488;0,190487804878049
2009;"Aquatique";"ACRSCI";"Long";0,0730295566502463;0,0874384236453202;0,103448275862069;0,1214915797915;0,137730553327987
2010;"Aquatique";"ACRSCI";"Long";0,102959183673469;0,111224489795918;0,16583850931677;0,297189819724284;0,512645811240721
2011;"Aquatique";"ACRSCI";"Long";0,0178571428571428;0,178571428571429;0,257509157509157;0,285278514588859;0,307838196286472
2012;"Aquatique";"ACRSCI";"Long";0,00178571428571428;0,0178571428571429;0,0280337941628264;0,100280504908836;0,283941093969144
2013;"Aquatique";"ACRSCI";"Long";0,0015;0,015;0,0576190476190476;0,159663865546218;0,333613445378151
2014;"Aquatique";"ACRSCI";"Long";0,0842857142857143;0,2;0,236363636363636;0,272727272727273;0,297272727272727
2015;"Aquatique";"ACRSCI";"Long";0;0;0,0277777777777778;0,104928457869634;0,283192567567568
2016;"Aquatique";"ACRSCI";"Long";0,00604838709677419;0,0490021869874248;0,083116036505867;0,142482517482518;0,164772727272727
2017;"Aquatique";"ACRSCI";"Long";0,00689655172413793;0,1;0,189189189189189;0,25;0,337435897435897
2018;"Aquatique";"ACRSCI";"Long";0;0,0487804878048781;0,0888888888888889;0,379310344827586;0,481628787878788
2019;"Aquatique";"ACRSCI";"Long";0,0485042735042735;0,0794314381270903;0,0947603121516165;0,150641025641026;0,274122807017544
2020;"Aquatique";"ACRSCI";"Long";0;0;0,0483870967741935;0,17258064516129;0,377258064516129
2021;"Aquatique";"ACRSCI";"Long";0,0609311740890688;0,135627530364372;0,218623481781377;0,301619433198381;0,376315789473684
2022;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
1997;"STOC-rozo";"ACRSCI";"Long";0,0043859649122807;0,043859649122807;0,087719298245614;0,093859649122807;0,0993859649122807
1998;"STOC-rozo";"ACRSCI";"Long";0,0196912807676262;0,0204422194409679;0,0212765957446809;0,0751544269045985;0,123644474948524
1999;"STOC-rozo";"ACRSCI";"Long";0,00405405405405406;0,0405405405405405;0,0810810810810811;0,140540540540541;0,194054054054054
2000;"STOC-rozo";"ACRSCI";"Long";0,000806451612903226;0,00806451612903226;0,0161290322580645;0,0232160312805474;0,029594330400782
2001;"STOC-rozo";"ACRSCI";"Long";0;0;0,0606060606060606;0,0857142857142857;0,288014311270125
2002;"STOC-rozo";"ACRSCI";"Long";0;0,0192307692307692;0,0714285714285714;0,384615384615385;0,873205741626794
2003;"STOC-rozo";"ACRSCI";"Long";0;0,0824675324675325;0,139423076923077;0,241666666666667;0,296071428571429
2004;"STOC-rozo";"ACRSCI";"Long";0;0,0181818181818182;0,0555555555555556;0,136363636363636;0,439302325581396
2005;"STOC-rozo";"ACRSCI";"Long";0;0;0,0434782608695652;0,165861513687601;0,249512670565302
2006;"STOC-rozo";"ACRSCI";"Long";0,00510204081632653;0,0331213566507684;0,0526315789473684;0,255847953216374;0,542929292929293
2007;"STOC-rozo";"ACRSCI";"Long";0,01875;0,117647058823529;0,152173913043478;0,272727272727273;1,595
2008;"STOC-rozo";"ACRSCI";"Long";0;0,112920168067227;0,262443438914027;0,414473684210526;0,663903743315508
2009;"STOC-rozo";"ACRSCI";"Long";0,0369230769230769;0,25;0,34375;0,36;0,607843137254902
2010;"STOC-rozo";"ACRSCI";"Long";0,0230769230769231;0,106060606060606;0,151515151515152;0,166666666666667;0,309855769230769
2011;"STOC-rozo";"ACRSCI";"Long";0;0,0404761904761905;0,0555555555555556;0,148674242424242;0,545321637426901
2012;"STOC-rozo";"ACRSCI";"Long";0;0,0078125;0,185267857142857;0,2425;0,525641025641026
2013;"STOC-rozo";"ACRSCI";"Long";0;0;0,1;0,146774193548387;0,313475378787879
2014;"STOC-rozo";"ACRSCI";"Long";0,0173913043478261;0,0967741935483871;0,2;0,266666666666667;0,55241935483871
2015;"STOC-rozo";"ACRSCI";"Long";0;0,0394345238095238;0,107142857142857;0,197222222222222;0,290556426332288
2016;"STOC-rozo";"ACRSCI";"Long";0,037;0,0876190476190476;0,15;0,260695187165775;0,296820349761526
2017;"STOC-rozo";"ACRSCI";"Long";0,0239130434782609;0,214634146341463;0,318452380952381;0,370833333333333;0,975139311043566
2018;"STOC-rozo";"ACRSCI";"Long";0;0,0869565217391304;0,194444444444444;0,387096774193548;0,757342657342657
2019;"STOC-rozo";"ACRSCI";"Long";0;0,0405092592592593;0,104714912280702;0,230769230769231;0,443421052631579
2020;"STOC-rozo";"ACRSCI";"Long";0;0,04;0,0952380952380952;0,149459783913565;0,247119815668203
2021;"STOC-rozo";"ACRSCI";"Long";0;0,0267857142857143;0,121323529411765;0,145485911443358;0,340760869565217
2022;"STOC-rozo";"ACRSCI";"Long";0;0;0,148148148148148;0,253846153846154;0,528571428571429
1990;"Terrestre";"ACRSCI";"Long";0,00202702702702703;0,0202702702702703;0,0398293029871977;0,0603070175438596;0,081030701754386
1991;"Terrestre";"ACRSCI";"Long";0;0;0;0,0625;0,24905303030303
1992;"Terrestre";"ACRSCI";"Long";0;0;0;0,0504742547425474;0,106781045751634
1993;"Terrestre";"ACRSCI";"Long";0;0;0,0408163265306122;0,0924744897959184;0,121747448979592
